WIN,LOSS
Iowa: Bilicki & Huffman,Emory: Rupp & Shirts
Iowa: Bilicki & Huffman,Indiana: Fernando & Vidali
Iowa: Bilicki & Huffman,Indiana: Fish & Logan
Iowa: Bilicki & Huffman,Kansas: Willingham & Yang
Iowa: Bilicki & Huffman,Kentucky: Bisevac & Stockstill
Iowa: Bilicki & Huffman,Northwestern: Agbede & Rubin
Iowa: Cavanaugh & Ella,Baylor: Barsoumian & Laibe
Iowa: Cavanaugh & Ella,Baylor: Darwish & Hudson
Iowa: Cavanaugh & Ella,Baylor: Hudson & Laibe
Iowa: Cavanaugh & Ella,Binghamton: Cohn & Guizatoullina
Iowa: Cavanaugh & Ella,Binghamton: Marin & Picallo
Iowa: Cavanaugh & Ella,CSU Fullerton: Delgado & Wiessner
Iowa: Cavanaugh & Ella,Dartmouth: Bald & Chang-Deutsch
Iowa: Cavanaugh & Ella,Dartmouth: Cai & El-Sharif
Iowa: Cavanaugh & Ella,Dartmouth: Vazquez Torres & Wallace
Iowa: Cavanaugh & Ella,Dartmouth: Vazquez Torres & Wallace
Iowa: Cavanaugh & Ella,Emory: Bellam & Pak
Iowa: Cavanaugh & Ella,Emory: Bennett & Okahata
Iowa: Cavanaugh & Ella,Emory: Hecht & Lobo
Iowa: Cavanaugh & Ella,Emory: Hecht & Lobo
Iowa: Cavanaugh & Ella,Emory: Palmer & Shirts
Iowa: Cavanaugh & Ella,George Mason: Loew & Reed
Iowa: Cavanaugh & Ella,Georgetown: Cowan & White
Iowa: Cavanaugh & Ella,Georgetown: Greenberg & Sayers
Iowa: Cavanaugh & Ella,Georgetown: Zaidi & Zinober
Iowa: Cavanaugh & Ella,Georgetown: Zaidi & Zinober
Iowa: Cavanaugh & Ella,Houston: Abad & Khan
Iowa: Cavanaugh & Ella,Houston: Khan & Yadagiri
Iowa: Cavanaugh & Ella,Houston: Russell & Varughese
Iowa: Cavanaugh & Ella,Indiana: Jasani & Penumetcha
Iowa: Cavanaugh & Ella,Kansas: Harris & Spiers
Iowa: Cavanaugh & Ella,Kansas: Hato & Persinger
Iowa: Cavanaugh & Ella,Kansas: Ortwein & Yang
Iowa: Cavanaugh & Ella,Kansas: Park & Semrick
Iowa: Cavanaugh & Ella,Kentucky: Di & Gabay
Iowa: Cavanaugh & Ella,Kentucky: Di & Gabay
Iowa: Cavanaugh & Ella,Liberty: Horne & Shuttlesworth
Iowa: Cavanaugh & Ella,Liberty: Posey & Wallenmeyer
Iowa: Cavanaugh & Ella,Mary Washington: Dover & Hudgins
Iowa: Cavanaugh & Ella,Michigan State: Glancy & Meloche
Iowa: Cavanaugh & Ella,Michigan State: Gusis & Miklovis
Iowa: Cavanaugh & Ella,Michigan State: Scully & Shehzad
Iowa: Cavanaugh & Ella,Michigan: McDermott & Skoulikaris
Iowa: Cavanaugh & Ella,Minnesota: Anderson McElligott & Kivimaki
Iowa: Cavanaugh & Ella,Minnesota: Herzer & Munson
Iowa: Cavanaugh & Ella,Minnesota: Parrish & Prost
Iowa: Cavanaugh & Ella,Missouri State: Kennedy & Reeves
Iowa: Cavanaugh & Ella,North Texas: Jones & Wofford
Iowa: Cavanaugh & Ella,Northwestern: Avery & Lee
Iowa: Cavanaugh & Ella,Northwestern: Chuang & Pacconi
Iowa: Cavanaugh & Ella,Northwestern: Hines & Ye
Iowa: Cavanaugh & Ella,Northwestern: Stamenkovic Diez & Subingsubing
Iowa: Cavanaugh & Ella,NYU: Makinde & Saigal
Iowa: Cavanaugh & Ella,Oklahoma: Sullivan & Teague
Iowa: Cavanaugh & Ella,Samford: Ford & Tarnowski
Iowa: Cavanaugh & Ella,Samford: Gill & Tarnowski
Iowa: Cavanaugh & Ella,Samford: Gill & Warnock
Iowa: Cavanaugh & Ella,Southern California: Channa & Mirza
Iowa: Cavanaugh & Ella,Southern California: Jack & Lopez
Iowa: Cavanaugh & Ella,Southern California: Rahman & Reese
Iowa: Cavanaugh & Ella,Texas: Desai & Kashyap
Iowa: Cavanaugh & Ella,Trinity: Evenstad & Patterson
Iowa: Cavanaugh & Ella,Tufts: Mukherjee & Stinson
Iowa: Cavanaugh & Ella,UT Dallas: Karchmer & Penumetcha
Iowa: Cavanaugh & Ella,UT Dallas: Karchmer & Penumetcha
Iowa: Cavanaugh & Ella,Wayne State: Howard & Reza Husain
Iowa: Cavanaugh & Ella,Wayne State: Howard & Trestrail
Iowa: Cavanaugh & Ella,Western Washington: Crowley & Thompson
Iowa: Cavanaugh & Ella,Wyoming: Houston & Willson
Iowa: Cavanaugh & Ella,Wyoming: Lassen & Powers
Iowa: Cavanaugh & Ella,Wyoming: Mitchell & Swidecki
Iowa: Cavanaugh & Ella,Wyoming: Radcliffe & Willson
Iowa: Cavanaugh & Namakula,Army: MacFarlane & Monahan
Iowa: Cavanaugh & Namakula,Binghamton: Marin & Santora
Iowa: Cavanaugh & Namakula,Binghamton: Picallo & T. Louis
Iowa: Cavanaugh & Namakula,Boston College: Carter & Cheek
Iowa: Cavanaugh & Namakula,CSU Fullerton: Carrasco & White
Iowa: Cavanaugh & Namakula,CSU Fullerton: Loayza & Rosas
Iowa: Cavanaugh & Namakula,CSU Fullerton: Loayza & Rosas
Iowa: Cavanaugh & Namakula,CSU Fullerton: Loayza & White
Iowa: Cavanaugh & Namakula,Emory: Hecht & Mitchell
Iowa: Cavanaugh & Namakula,George Mason: Armstrong & Loew
Iowa: Cavanaugh & Namakula,George Mason: Buckner & Graham
Iowa: Cavanaugh & Namakula,George Mason: Imbimbo & Joari
Iowa: Cavanaugh & Namakula,Georgetown: Anderson & Greer
Iowa: Cavanaugh & Namakula,Houston: Goodrich & Nguyen
Iowa: Cavanaugh & Namakula,Indiana: Fish & Hoham
Iowa: Cavanaugh & Namakula,Iowa: Bennett & Chen
Iowa: Cavanaugh & Namakula,Kansas State: Spond & Turner
Iowa: Cavanaugh & Namakula,Kansas State: Thoeni & Turner
Iowa: Cavanaugh & Namakula,Kansas: Ottinger & Rahaman
Iowa: Cavanaugh & Namakula,Kansas: Park & Semrick
Iowa: Cavanaugh & Namakula,Kansas: Park & Semrick
Iowa: Cavanaugh & Namakula,Kentucky: Adam & Kiihnl
Iowa: Cavanaugh & Namakula,Kentucky: Di & Griffith
Iowa: Cavanaugh & Namakula,Liberty: Ramsey & Wallenmeyer
Iowa: Cavanaugh & Namakula,Liberty: Ramsey & Wallenmeyer
Iowa: Cavanaugh & Namakula,Michigan State: Koster & Scott
Iowa: Cavanaugh & Namakula,Michigan: Agrawal & Hsu
Iowa: Cavanaugh & Namakula,Minnesota: Amundsen & Parrish
Iowa: Cavanaugh & Namakula,Minnesota: Amundsen & Prost
Iowa: Cavanaugh & Namakula,Minnesota: Johnson & Sun
Iowa: Cavanaugh & Namakula,Navy: Korlacki & Rock
Iowa: Cavanaugh & Namakula,New School: Karp & Kowitt
Iowa: Cavanaugh & Namakula,NYU: Hussain & Pierce
Iowa: Cavanaugh & Namakula,Samford: Emerson & Tarnowski
Iowa: Cavanaugh & Namakula,Samford: Gill & Tarnowski
Iowa: Cavanaugh & Namakula,Texas: Desai & Kashyap
Iowa: Cavanaugh & Namakula,Texas: Healey & Noriega
Iowa: Cavanaugh & Namakula,UT Dallas: Beutelspacher & Mubarak
Iowa: Cavanaugh & Namakula,UT Dallas: Lasseter & Watson
Iowa: Cavanaugh & Namakula,UT Dallas: Lasseter & Watson
Iowa: Cavanaugh & Namakula,Wake Forest: Kruger & Taylor
Iowa: Cavanaugh & Namakula,Wayne State: Howard & Reynolds
Iowa: Cavanaugh & Namakula,Wayne State: Howard & Reza Husain
Iowa: Cavanaugh & Namakula,Western Washington: Haindfield & King
Iowa: Cavanaugh & Namakula,Western Washington: Roark & Shaw
Iowa: Cavanaugh & Namakula,Wichita State: Chavez & Hummingbird
Iowa: Cavanaugh & Pieropan,Emory: Navarrete & Palmer
Iowa: Cavanaugh & Pieropan,George Mason: Armstrong & Sams
Iowa: Cavanaugh & Pieropan,Georgetown: Amiel & Kumar
Iowa: Cavanaugh & Pieropan,Harvard: Gilmer-Hill & Mukherjee
Iowa: Cavanaugh & Pieropan,Indiana: Gupta & Sabry
Iowa: Cavanaugh & Pieropan,Kentucky: McBlain & Williams
Iowa: Cavanaugh & Pieropan,Liberty: Baker & Snyder
Iowa: Cavanaugh & Pieropan,Liberty: Copeland & Robinson
Iowa: Cavanaugh & Pieropan,Louisville: Benthall & Diallo
Iowa: Cavanaugh & Pieropan,Minnesota: Ferguson & Rao
Iowa: Cavanaugh & Pieropan,Northwestern: Landgraff & Wegener
Iowa: Cavanaugh & Pieropan,Western Washington: Allen & Barclay
Iowa: Cavanaugh & Pieropan,Wyoming: Mitchell & Radcliffe
Iowa: Cavanaugh & Sanders,UT Dallas: Lasseter & Watson
Iowa: Cavanaugh & Sanders,Weber State: Johnston & Johnston
Iowa: Cavanaugh & Sanders,Western Washington: Haindfield & Roark
Iowa: Cho & Piazza,George Mason: Imbimbo & Joari
Iowa: Cho & Piazza,Kansas: Harris & Hines
Iowa: Cho & Piazza,Kansas: Mantis & McCarthy
Iowa: Huffman & Koperski,NYU: Nakakura & Ziabkin
Iowa: Huffman & Putney,James Madison: Balda & Mishra
Iowa: Huffman & Putney,James Madison: Dim & Wright
Iowa: Huffman & Putney,Liberty: Berry & Horne
Iowa: Patel & Weimar,Baylor: Darwish & Hudson
Iowa: Patel & Weimar,Emory: Hazelbrook & Wilson
Iowa: Patel & Weimar,Emory: Park & so
Iowa: Patel & Weimar,Emory: Ravikumar & Waghray
Iowa: Patel & Weimar,Kentucky: Rimpson & NA
Iowa: Patel & Weimar,Michigan State: Buck & Zi
Iowa: Patel & Weimar,Michigan State: Scully & Shehzad
Iowa: Patel & Weimar,Michigan: Bloom & Simha
Iowa: Patel & Weimar,Northwestern: Hines & Lee
Iowa: Patel & Weimar,UT Dallas: D'Antuono & Sharma
Iowa: Patel & Weimar,Wake Forest: Shakarov & Wolfe
Iowa: Patel & Weimar,Weber State: Henderson & Parkin
Iowa: Patel & Weimar,Wyoming: Gomelsky & Zabolio
Iowa: Putney & Sanders,Central Oklahoma: Huffman & Wendland
Iowa: Putney & Sanders,Central Oklahoma: Montaudy & Smith
Iowa: Putney & Sanders,Emory: Bedi & Wallen
Iowa: Putney & Sanders,Fresno City: Polanco & Salvador-Leon
Iowa: Putney & Sanders,George Mason: Imbimbo & Joari
Iowa: Putney & Sanders,George Mason: Imbimbo & Singh
Iowa: Putney & Sanders,Georgetown: Lawless & Spurlock
Iowa: Putney & Sanders,Gonzaga: Moreno & Morioka
Iowa: Putney & Sanders,Houston: Abad & Fries
Iowa: Putney & Sanders,Houston: Hoxha & Khan
Iowa: Putney & Sanders,Kansas: Basore & Spiers
Iowa: Putney & Sanders,Kansas: Lee & Soper
Iowa: Putney & Sanders,Kansas: Mantis & Pieropan
Iowa: Putney & Sanders,Kansas: Ottinger & Rahaman
Iowa: Putney & Sanders,Kentucky: McBlain & Williams
Iowa: Putney & Sanders,Liberty: Cazeau & Ramsey
Iowa: Putney & Sanders,Liberty: Dulas & Kerekes
Iowa: Putney & Sanders,Minnesota: Amundsen & Sun
Iowa: Putney & Sanders,Minnesota: Prost & Shih
Iowa: Putney & Sanders,Navy: Korlacki & Rock
Iowa: Putney & Sanders,NYU: Aurora & Li
Iowa: Putney & Sanders,NYU: Fernando & Pierce
Iowa: Putney & Sanders,Oklahoma: Bost & Perez
Iowa: Putney & Sanders,Oklahoma: Rogers & Spiers
Iowa: Putney & Sanders,Pittsburgh: Reznik & Shah
Iowa: Putney & Sanders,Purdue: Senapati & Sumita
Iowa: Putney & Sanders,Samford: Emerson & Tarnowski
Iowa: Putney & Sanders,Southern California: Christiansen & Reese
Iowa: Putney & Sanders,UT Dallas: Lasseter & Watson
Iowa: Putney & Sanders,Weber State: Mwiza & Thomae
Iowa: Putney & Sanders,Wyoming: Powers & Swidecki
James Madison: Balda & Mishra,Army: McCabe & Opron
James Madison: Balda & Mishra,Kansas: Harker & Pham
James Madison: Balda & Mishra,Liberty: Berry & Horne
James Madison: Balda & Mishra,Liberty: Berry & Horne
James Madison: Balda & Mishra,Liberty: Dellinger & Hamilton
James Madison: Balda & Mishra,Navy: Basu-Mallick & Kim
James Madison: Balda & Mishra,Navy: Choi & Santiago
James Madison: Balda & Mishra,New School: Jones & Kpade
James Madison: Balda & Mishra,Oklahoma: Smith & Waheed
James Madison: Balda & Mishra,West Virginia: Fetter & Phillips
James Madison: Balda & Rinehart,Army: McGee & Shatilenko
James Madison: Balda & Rinehart,Binghamton: Cohn & Santora
James Madison: Balda & Rinehart,Boston College: Cheek & Hua
James Madison: Balda & Rinehart,George Mason: Davis & Fuchs
James Madison: Balda & Rinehart,George Mason: Dover & Wright
James Madison: Balda & Rinehart,George Mason: Dover & Wright
James Madison: Balda & Rinehart,George Mason: Loew & Reed
James Madison: Balda & Rinehart,Houston: Doratt & Fernandez
James Madison: Balda & Rinehart,James Madison: Conway & Pelletier
James Madison: Balda & Rinehart,Kansas: Revare & Soper
James Madison: Balda & Rinehart,Michigan State: Bennett & Montford
James Madison: Balda & Rinehart,Navy: Connor & Rea
James Madison: Balda & Rinehart,Navy: Connor & Rea
James Madison: Balda & Rinehart,New School: Chaturvedi & Kpade
James Madison: Balda & Rinehart,Northwestern: Avery & Lee
James Madison: Balda & Rinehart,UC Berkeley: Marquez & Zhou
James Madison: Balda & Rinehart,Wake Forest: Gong & Leadham
James Madison: Brown & Conway,George Mason: Fuchs & Tatum
James Madison: Brown & Conway,Houston: Abad & Khan
James Madison: Brown & Conway,Houston: Goodrich & Rehman
James Madison: Brown & Conway,Houston: Hoxha & Khan
James Madison: Brown & Conway,Houston: Khan & Le
James Madison: Brown & Conway,Liberty: Hamilton & Smith
James Madison: Brown & Conway,Mary Washington: Dover & Hudgins
James Madison: Brown & Conway,Minnesota: Frese & Parrish
James Madison: Brown & Conway,Minnesota: Parrish & Prost
James Madison: Brown & Conway,Navy: Choi & Santiago
James Madison: Brown & Conway,New School: Butler & Lima Boudakian
James Madison: Brown & Conway,New School: Butler & Lima Boudakian
James Madison: Brown & Conway,NYU: Layden & Modi
James Madison: Brown & Conway,Oklahoma: Sullivan & Teague
James Madison: Brown & Conway,Texas: Healey & Noriega
James Madison: Brown & Conway,Trinity: Walker & Wilson
James Madison: Brown & Conway,Western Washington: Crowley & Thompson
James Madison: Brown & Conway,Wichita State: McManus & Wentling
James Madison: Brown & Rinehart,Army: Opron & Shatilenko
James Madison: Brown & Rinehart,Georgia: Hornsby & Vale
James Madison: Brown & Rinehart,Kansas: Harker & Pham
James Madison: Brown & Rinehart,Missouri State: Albright & Woodall
James Madison: Brown & Rinehart,New School: Butler & Lima Boudakian
James Madison: Brown & Rinehart,New School: Jones & Kpade
James Madison: Conway & Pelletier,Army: McGee & Shatilenko
James Madison: Conway & Pelletier,Cornell: Gunendran & Jotsinghani
James Madison: Conway & Pelletier,CSU Fullerton: Loayza & Perez
James Madison: Conway & Pelletier,George Mason: Alshuhayeb & Rizzoli
James Madison: Conway & Pelletier,George Mason: Davis & Fuchs
James Madison: Conway & Pelletier,George Mason: Dover & Wright
James Madison: Conway & Pelletier,Georgetown: Greer & White
James Madison: Conway & Pelletier,Gonzaga: Dawson & Moreno
James Madison: Conway & Pelletier,Houston: Bhargav & Hoxha
James Madison: Conway & Pelletier,Houston: Doratt & Fernandez
James Madison: Conway & Pelletier,Houston: Khan & Yadagiri
James Madison: Conway & Pelletier,Houston: Kidd & Nguyen
James Madison: Conway & Pelletier,Houston: Sheffield & Traxler
James Madison: Conway & Pelletier,Indiana: Fish & Logan
James Madison: Conway & Pelletier,Kansas: Harker & Martinez
James Madison: Conway & Pelletier,Liberty: Berry & Horne
James Madison: Conway & Pelletier,Liberty: Dellinger & Hamilton
James Madison: Conway & Pelletier,Liberty: Dellinger & Hamilton
James Madison: Conway & Pelletier,Liberty: Hamilton & Short
James Madison: Conway & Pelletier,Liberty: Hamilton & Short
James Madison: Conway & Pelletier,Minnesota: Herzer & Short
James Madison: Conway & Pelletier,Missouri State: Lucas & Wilkinson
James Madison: Conway & Pelletier,Navy: Choi & Santiago
James Madison: Conway & Pelletier,Navy: Choi & Santiago
James Madison: Conway & Pelletier,Northwestern: Hines & Ye
James Madison: Conway & Pelletier,NYU: Modi & Ziabkin
James Madison: Conway & Pelletier,Towson: Christ & Tittle
James Madison: Conway & Pelletier,Towson: Christ & Tittle
James Madison: Conway & Pelletier,Towson: Christ & Tittle
James Madison: Conway & Pelletier,Trinity: Patterson & Walker
James Madison: Conway & Pelletier,UT Dallas: D'Antuono & Sharma
James Madison: Conway & Pelletier,UT Dallas: Lasseter & Sendejas
James Madison: Conway & Pelletier,UT Dallas: Lasseter & Sendejas
James Madison: Conway & Pelletier,Wake Forest: Bressler & Mojica
James Madison: Conway & Pelletier,Wake Forest: Cline & Shaw
James Madison: Conway & Pelletier,Wake Forest: Cline & Shaw
James Madison: Conway & Pelletier,Wake Forest: Leadham & Torguson
James Madison: Conway & Pelletier,West Virginia: Fetter & Phillips
James Madison: Conway & Pelletier,Wyoming: Gomelsky & Zabolio
James Madison: Conway & Pelletier,Wyoming: Knopp & Medina
James Madison: Dim & Wright,Liberty: Dellinger & Hamilton
James Madison: Duong & Duran,Houston: Aryal & Garrett
James Madison: Harlow & Ortiz,Binghamton: Cohn & Guizatoullina
James Madison: Harlow & Ortiz,George Mason: Rodak & Stolzenfeld
James Madison: Harlow & Ortiz,Kansas: Martinez & McConnell
James Madison: Harlow & Ortiz,Navy: Choi & Santiago
James Madison: Harlow & Ortiz,Navy: Choi & Santiago
James Madison: Harlow & Ortiz,UT San Antonio: Goodson & Wilson
James Madison: Harlow & Wright,George Mason: Fuchs & Tatum
James Madison: Harlow & Wright,NYU: Jin & Wu
James Madison: Harlow & Wright,Saint Mary's: Barajas & Papageorge
James Madison: Harris & Smith,Army: MacFarlane & Monahan
James Madison: Harris & Smith,Central Oklahoma: Colquitt & Huffman
James Madison: Harris & Smith,Columbia: Clark & Park
James Madison: Harris & Smith,Cornell: Lee & Shi
James Madison: Harris & Smith,Dartmouth: Gochee & Safieddine
James Madison: Harris & Smith,Dartmouth: Mancini & Shankar
James Madison: Harris & Smith,George Mason: Armstrong & Sams
James Madison: Harris & Smith,George Mason: Armstrong & Sams
James Madison: Harris & Smith,George Mason: Imbimbo & Singh
James Madison: Harris & Smith,George Mason: Joari & Turpen
James Madison: Harris & Smith,George Mason: Lowry & Peake
James Madison: Harris & Smith,George Mason: Lowry & Peake
James Madison: Harris & Smith,Georgetown: Anderson & Greer
James Madison: Harris & Smith,Kentucky: Kendrick & McBlain
James Madison: Harris & Smith,Liberty: Copeland & Robinson
James Madison: Harris & Smith,Louisville: Bryant & Yeargin
James Madison: Harris & Smith,Minnesota: Davis & Huntimer
James Madison: Harris & Smith,Navy: Lewis & Rock
James Madison: Harris & Smith,NYU: Hussain & Pierce
James Madison: Harris & Smith,Samford: Emerson & Gates
James Madison: Harris & Smith,UT San Antonio: Umesh & Weathersby
James Madison: Harris & Smith,Wake Forest: Roark & Smith
James Madison: Harris & Smith,Wayne State: Bagdon & Reynolds
James Madison: Harris & Smith,Western Washington: Haindfield & King
James Madison: Harris & Smith,Wyoming: Gilmer & Kramer
James Madison: Harris & Smith,Wyoming: Porterfield & Powers
James Madison: Hennessy & Mishra,CSU Northridge: Gonzalez & Talavera
James Madison: Hennessy & Mishra,Houston: Lopez & McWilliams
James Madison: Kaase & Ortiz,Army: Duerig & Shatilensko
James Madison: Kaase & Ortiz,Houston: Abad & Fries
James Madison: Kaase & Ortiz,NYU: Jin & Wu
James Madison: Kaase & Ortiz,Texas Tech: Chamberlain & Cook
James Madison: McKim & Pelletier,Army: McCabe & Opron
James Madison: Mishra & Oehler,Binghamton: King & Treulich
James Madison: Mishra & Oehler,Emory: Hazelbrook & Wilson
James Madison: Mishra & Oehler,Harvard: Lupica & Mukherjee
James Madison: Mishra & Oehler,Houston: Abad & Regassa
James Madison: Mishra & Oehler,Liberty: Hamilton & Short
James Madison: Mishra & Oehler,Missouri State: Abdelhakiem & Kimmerle
James Madison: Mishra & Oehler,NYU: Ku & Toussaint
James Madison: Mishra & Oehler,Wayne State: Mckenzie & Reza Husain
James Madison: Pelletier & Rinehart,George Mason: Jambunathan & Lujan
James Madison: Pelletier & Rinehart,Missouri State: Lucas & Wilkinson
James Madison: Pelletier & Rinehart,Navy: Choi & Santiago
James Madison: Pelletier & Rinehart,New School: Butler & Lima Boudakian
James Madison: Pelletier & Rinehart,NYU: Layden & Modi
James Madison: Pelletier & Rinehart,Rochester: Edelstein & Gomez Lagandara
James Madison: Pelletier & Rinehart,UT Dallas: Karchmer & Sendejas
James Madison: Pelletier & Rinehart,Wash Univ SL: Alexis & Willson
Johnson County: Babcock & Babcock,Army: Drake & Haynes
Johnson County: Babcock & Babcock,Baylor: Feinauer & Hudson
Johnson County: Babcock & Babcock,Baylor: Hudson & Sturgeon
Johnson County: Babcock & Babcock,Baylor: Laibe & Smith
Johnson County: Babcock & Babcock,Binghamton: Ahuja & Marin
Johnson County: Babcock & Babcock,Binghamton: Peguero & Picallo
Johnson County: Babcock & Babcock,Central Oklahoma: Huffman & Wendland
Johnson County: Babcock & Babcock,Central Oklahoma: Huffman & Wendland
Johnson County: Babcock & Babcock,Central Oklahoma: Huffman & Wendland
Johnson County: Babcock & Babcock,Central Oklahoma: Huffman & Wendland
Johnson County: Babcock & Babcock,Central Oklahoma: Luke Smith
Johnson County: Babcock & Babcock,Columbia: Alexis & Datel
Johnson County: Babcock & Babcock,Cornell: Abrams & Li
Johnson County: Babcock & Babcock,CSU Fullerton: Carrasco & White
Johnson County: Babcock & Babcock,CSU Long Beach: Christiansen & Flores
Johnson County: Babcock & Babcock,Emory: Banuri & Reisman
Johnson County: Babcock & Babcock,Emory: Bedi & Wallen
Johnson County: Babcock & Babcock,Emory: Bedi & Wallen
Johnson County: Babcock & Babcock,Emory: Pierce & Shafiro
Johnson County: Babcock & Babcock,Georgetown: Anderson & Greer
Johnson County: Babcock & Babcock,Georgetown: Lawless & Martinez
Johnson County: Babcock & Babcock,Gonzaga: Martin & Renee
Johnson County: Babcock & Babcock,Harvard: Ogbogu & Yeboah
Johnson County: Babcock & Babcock,Houston: Fox & Lea
Johnson County: Babcock & Babcock,Houston: Hoxha & Khan
Johnson County: Babcock & Babcock,Iowa: Putney & Sanders
Johnson County: Babcock & Babcock,Kansas: Barreto & Snow
Johnson County: Babcock & Babcock,Kansas: Basore & Spiers
Johnson County: Babcock & Babcock,Kansas: Harris & Wilkus
Johnson County: Babcock & Babcock,Kansas: Harris & Wilkus
Johnson County: Babcock & Babcock,Kansas: Ottinger & Rahaman
Johnson County: Babcock & Babcock,Kansas: Snow & Spiers
Johnson County: Babcock & Babcock,Kentucky: Di & Griffith
Johnson County: Babcock & Babcock,Liberty: Gibson & Johnson
Johnson County: Babcock & Babcock,Liberty: Ramsey & Wallenmeyer
Johnson County: Babcock & Babcock,Liberty: Solsman & Wagner
Johnson County: Babcock & Babcock,Michigan State: Bennett & Scott
